"doi","period","issn","ut"
"10.1038/onc.2016.310",2017,"0950-9232","ut:000397458100004"
"10.1038/onc.2016.304",2017,"0950-9232","ut:000397458100001"
"10.1038/NPHOTON.2016.19",2016,"1749-4885","ut:000374980100010"
"10.1038/NPHOTON.2015.244",2016,"1749-4885","ut:000369321400012"
"",2016,"1749-4885","ut:000374980100004"
"",2016,"1749-4885","ut:000374980100004"
"10.1038/NPHOTON.2016.38",2016,"1749-4885","ut:000374980100014"
"",2016,"1749-4885","ut:000377476500004"
"10.1038/NPHOTON.2016.70",2016,"1749-4885","ut:000377476500021"
"10.1038/NPHOTON.2016.70",2016,"1749-4885","ut:000377476500021"
"10.1038/NPHOTON.2016.103",2016,"1749-4885","ut:000386709000006"
"",2016,"1749-4885","ut:000377476500003"
"10.1038/NPHOTON.2016.103",2016,"1749-4885","ut:000386709000006"
"10.1038/nphoton.2016.151",2016,"1749-4885","ut:000386709000004"
"10.1038/NPHOTON.2016.121",2016,"1749-4885","ut:000386709000015"
"10.1038/NPHOTON.2016.109",2016,"1749-4885","ut:000386709000010"
"10.1038/NPHOTON.2016.91",2016,"1749-4885","ut:000378839600015"
"10.1038/NPHOTON.2016.63",2016,"1749-4885","ut:000378839600009"
"10.1038/NPHOTON.2016.77",2016,"1749-4885","ut:000378839600008"
"10.1038/NPHOTON.2016.102",2016,"1749-4885","ut:000378839600010"
"10.1038/NPHOTON.2016.177",2016,"1749-4885","ut:000387393400014"
"10.1038/NPHOTON.2016.178",2016,"1749-4885","ut:000387393400013"
"10.1038/NPHOTON.2016.181",2016,"1749-4885","ut:000387393400010"
"10.1038/NPHOTON.2016.174",2016,"1749-4885","ut:000384951900014"
"10.1038/NPHOTON.2016.174",2016,"1749-4885","ut:000384951900014"
"10.1038/NPHOTON.2016.279",2017,"1749-4885","ut:000395663900004"
"",2017,"1749-4885","ut:000391518000008"
"",2017,"1749-4885","ut:000391518000010"
"10.1038/NPHOTON.2016.236",2017,"1749-4885","ut:000391518000017"
"10.1038/NPHOTON.2016.236",2017,"1749-4885","ut:000391518000017"
"10.1038/NPHOTON.2016.252",2017,"1749-4885","ut:000393731000015"
"10.1038/NPLANTS.2016.136",2016,"2055-026X","ut:000385011300011"
"10.1038/NPLANTS.2016.167",2016,"2055-026X","ut:000387312400013"
"10.1038/NPLANTS.2016.167",2016,"2055-026X","ut:000387312400013"
"10.1038/NPLANTS.2016.120",2016,"2055-026X","ut:000385011300002"
"10.1038/NPLANTS.2016.135",2016,"2055-026X","ut:000385011300010"
"10.1038/NPLANTS.2016.40",2016,"2055-026X","ut:000375397600009"
"10.1038/NPLANTS.2016.44",2016,"2055-026X","ut:000375397600012"
"10.1038/NPLANTS.2016.17",2016,"2055-026X","ut:000375397600001"
"10.1038/nplants.2016.212",2017,"2055-026X","ut:000395899200012"
"10.1038/nplants.2017.3",2017,"2055-026X","ut:000395900500012"
"10.1007/s11468-015-0120-2",2016,"1557-1955","ut:000376603700022"
"10.1007/s11468-016-0201-x",2016,"1557-1955","ut:000388698700010"
"10.1007/s11468-016-0250-1",2017,"1557-1955","ut:000392341200029"
"10.1007/s12064-016-0231-0",2016,"1431-7613","ut:000388286500007"
"10.1007/s12064-016-0235-9",2016,"1431-7613","ut:000388286500001"
"10.1007/s12064-016-0239-5",2016,"1431-7613","ut:000389836500004"
"10.1007/978-3-319-40519-3_1",2016,"1050-6977","ut:000392195100001"
"10.1038/NPHOTON.2017.29",2017,"1749-4885","ut:000398162000009"
"10.1038/NPHOTON.2017.29",2017,"1749-4885","ut:000398162000009"
"10.1038/nphys3646",2016,"1745-2473","ut:000371505200007"
"10.1038/nphys3612",2016,"1745-2473","ut:000367835400004"
"10.1038/NPHYS3490",2016,"1745-2473","ut:000367835400027"
"",2016,"1745-2473","ut:000375255000003"
"10.1038/NPHYS3559",2016,"1745-2473","ut:000369319500009"
"10.1038/nphys3653",2016,"1745-2473","ut:000369319500002"
"10.1038/NPHYS3634",2016,"1745-2473","ut:000377475700014"
"10.1038/NPHYS3705",2016,"1745-2473","ut:000381239800020"
"10.1038/NPHYS3705",2016,"1745-2473","ut:000381239800020"
"10.1038/NPHYS3705",2016,"1745-2473","ut:000381239800020"
"",2016,"1745-2473","ut:000381239800004"
"10.1038/NPHYS3715",2016,"1745-2473","ut:000381239800024"
"10.1038/NPHYS3709",2016,"1745-2473","ut:000379269900031"
"10.1038/NPHYS3838",2016,"1745-2473","ut:000387245700020"
"10.1038/NPHYS3819",2016,"1745-2473","ut:000387245700011"
"10.1038/NPHYS3844",2016,"1745-2473","ut:000387245700009"
"10.1038/NPHYS3844",2016,"1745-2473","ut:000387245700009"
"10.1038/NPHYS3737",2016,"1745-2473","ut:000383219800015"
"10.1038/NPHYS3829",2016,"1745-2473","ut:000385337700018"
"10.1038/NPHYS3774",2016,"1745-2473","ut:000385337700014"
"10.1038/NPHYS3941",2017,"1745-2473","ut:000395814000021"
"10.1038/NPHYS3941",2017,"1745-2473","ut:000395814000021"
"10.1038/nphys3973",2017,"1745-2473","ut:000395814000005"
"10.1038/nphys3964",2017,"1745-2473","ut:000395814000008"
"",2017,"1745-2473","ut:000394070700028"
"10.1038/NPHYS4000",2017,"1745-2473","ut:000394070700024"
"10.1038/NPHYS4000",2017,"1745-2473","ut:000394070700024"
"10.1038/NPHYS3911",2017,"1745-2473","ut:000394070700018"
"10.1038/NPHYS3925",2017,"1745-2473","ut:000394070700017"
"10.1038/NPHYS3925",2017,"1745-2473","ut:000394070700017"
"10.1038/NPHYS3984",2017,"1745-2473","ut:000398262900023"
"",2017,"1745-2473","ut:000398262900002"
"",2017,"1745-2473","ut:000398262900004"
"10.1038/NPHYS3978",2017,"1745-2473","ut:000398262900010"
"10.1007/s11015-016-0301-z",2016,"0026-0894","ut:000380715700022"
"10.1007/s00347-015-0068-9",2016,"0941-293X","ut:000369536200009"
"10.1007/s00347-015-0158-8",2016,"0941-293X","ut:000369536200010"
"10.1007/s00347-015-0143-2",2016,"0941-293X","ut:000376406300014"
"10.1007/s00347-016-0266-0",2016,"0941-293X","ut:000376406300004"
"",2016,"0941-293X","ut:000376406300002"
"10.1007/s00347-016-0267-z",2016,"0941-293X","ut:000376406300006"
"10.1007/s00347-015-0154-z",2016,"0941-293X","ut:000376406300010"
"10.1007/s00347-016-0268-y",2016,"0941-293X","ut:000376406300016"
"10.1007/s00347-015-0203-7",2016,"0941-293X","ut:000369535700011"
"10.1007/s00347-016-0273-1",2016,"0941-293X","ut:000378568100006"
"10.1007/s00347-015-0113-8",2016,"0941-293X","ut:000378568100013"
"10.1007/s00347-015-0192-6",2016,"0941-293X","ut:000369536200002"
"10.1007/s00347-016-0250-8",2016,"0941-293X","ut:000376406300017"
"10.1007/s00347-015-0111-x",2016,"0941-293X","ut:000376406300013"
"10.1007/s00347-015-0097-4",2016,"0941-293X","ut:000376406300012"
"10.1007/s00347-016-0264-2",2016,"0941-293X","ut:000376406300008"
"10.1007/s00347-016-0269-x",2016,"0941-293X","ut:000378568100018"
"10.1007/s00347-016-0263-3",2016,"0941-293X","ut:000376406300005"
"10.1007/s00347-015-0177-5",2016,"0941-293X","ut:000376406300015"
"10.1007/s00347-016-0262-4",2016,"0941-293X","ut:000376406300007"
"10.1007/s00347-015-0168-6",2016,"0941-293X","ut:000376406300011"
"10.1007/s00347-016-0282-0",2016,"0941-293X","ut:000376406300009"
"10.1007/s00347-016-0237-5",2016,"0941-293X","ut:000376406300018"
"10.1007/s00347-015-0202-8",2016,"0941-293X","ut:000369535700012"
"10.1007/s00347-016-0295-8",2016,"0941-293X","ut:000378568100019"
"10.1007/s00347-015-0189-1",2016,"0941-293X","ut:000378568100010"
"10.1007/s00347-016-0294-9",2016,"0941-293X","ut:000378568100014"
"10.1007/s00347-016-0234-8",2016,"0941-293X","ut:000378568100012"
"10.1007/s00347-016-0283-z",2016,"0941-293X","ut:000378568100020"
"10.1007/s00347-015-0209-1",2016,"0941-293X","ut:000378568100011"
"10.1007/s00347-016-0272-2",2016,"0941-293X","ut:000378568100008"
"",2016,"0941-293X","ut:000378568100002"
"10.1007/s00347-015-0131-6",2016,"0941-293X","ut:000378568100016"
"10.1007/s00347-015-0133-4",2016,"0941-293X","ut:000378568100017"
"10.1007/s00347-015-0190-8",2016,"0941-293X","ut:000378568100009"
"10.1007/s00347-016-0288-7",2016,"0941-293X","ut:000378568100005"
"10.1007/s00347-015-0114-7",2016,"0941-293X","ut:000378568100015"
"10.1007/s00347-016-0230-z",2016,"0941-293X","ut:000381989400011"
"10.1007/s00347-016-0299-4",2016,"0941-293X","ut:000381989400007"
"10.1007/s00347-016-0310-0",2016,"0941-293X","ut:000381989400005"
"10.1007/s00347-016-0310-0",2016,"0941-293X","ut:000381989400005"
"10.1007/s00347-016-0320-y",2016,"0941-293X","ut:000381989400006"
"10.1007/s00347-016-0304-y",2016,"0941-293X","ut:000381989400019"
"10.1007/s00347-016-0304-y",2016,"0941-293X","ut:000381989400019"
"10.1007/s00347-016-0246-4",2016,"0941-293X","ut:000381989400012"
"10.1007/s00347-015-0130-7",2016,"0941-293X","ut:000380044400011"
"10.1007/s00347-016-0302-0",2016,"0941-293X","ut:000380044400004"
"10.1007/s00347-016-0301-1",2016,"0941-293X","ut:000380044400005"
"",2016,"0941-293X","ut:000380044400001"
"10.1007/s00347-015-0165-9",2016,"0941-293X","ut:000381989400013"
"10.1007/s00347-016-0321-x",2016,"0941-293X","ut:000381989400009"
"10.1007/s00347-015-0179-3",2016,"0941-293X","ut:000381989400017"
"10.1007/s00347-015-0181-9",2016,"0941-293X","ut:000381989400015"
"10.1007/s00347-016-0228-6",2016,"0941-293X","ut:000381989400010"
"",2016,"0941-293X","ut:000381989400002"
"10.1007/s00347-015-0183-7",2016,"0941-293X","ut:000381989400018"
"10.1007/s00347-016-0297-6",2016,"0941-293X","ut:000381989400008"
"10.1007/s00347-015-0188-2",2016,"0941-293X","ut:000381989400014"
"10.1007/s00347-016-0223-y",2016,"0941-293X","ut:000380044400008"
"10.1007/s00347-016-0319-4",2016,"0941-293X","ut:000380044400017"
"10.1007/s00347-015-0160-1",2016,"0941-293X","ut:000380044400012"
"10.1007/s00347-015-0157-9",2016,"0941-293X","ut:000380044400010"
"10.1007/s00347-016-0315-8",2016,"0941-293X","ut:000380044400016"
"10.1007/s00347-015-0169-5",2016,"0941-293X","ut:000380044400014"
"10.1007/s00347-016-0289-6",2016,"0941-293X","ut:000380044400006"
"10.1007/s00347-015-0214-4",2016,"0941-293X","ut:000380044400009"
"10.1007/s00347-016-0298-5",2016,"0941-293X","ut:000380044400003"
"10.1007/s00347-016-0298-5",2016,"0941-293X","ut:000380044400003"
"10.1007/s00347-016-0313-x",2016,"0941-293X","ut:000380044400015"
"10.1007/s00347-015-0159-7",2016,"0941-293X","ut:000380044400013"
"10.1007/s00347-016-0397-3",2016,"0941-293X","ut:000390029000004"
"10.1007/s00347-016-0281-1",2016,"0941-293X","ut:000390029000012"
"10.1007/s00347-016-0358-x",2016,"0941-293X","ut:000390029000005"
"10.1007/s00347-016-0359-9",2016,"0941-293X","ut:000390029000007"
"10.1007/s00347-016-0243-7",2016,"0941-293X","ut:000390029000014"
"10.1007/s00347-016-0382-x",2016,"0941-293X","ut:000390029000017"
"10.1007/s00347-015-0104-9",2016,"0941-293X","ut:000392607300001"
"10.1007/s00347-016-0224-x",2016,"0941-293X","ut:000380044400007"
"10.1007/s00347-016-0260-6",2016,"0941-293X","ut:000390029000016"
"10.1007/s00347-016-0278-9",2016,"0941-293X","ut:000390029000011"
"10.1007/s00347-016-0285-x",2016,"0941-293X","ut:000390029000010"
"10.1007/s00347-016-0399-1",2016,"0941-293X","ut:000390029000020"
"10.1007/s00347-016-0400-z",2016,"0941-293X","ut:000390029000021"
"10.1007/s00347-016-0376-8",2016,"0941-293X","ut:000390029000018"
"10.1007/s00347-016-0375-9",2016,"0941-293X","ut:000390029000019"
"10.1007/s00347-016-0368-8",2016,"0941-293X","ut:000390029000006"
"10.1007/s00347-016-0251-7",2016,"0941-293X","ut:000390029000013"
"10.1007/s00347-016-0387-5",2016,"0941-293X","ut:000390029000022"
"10.1007/s00347-016-0369-7",2016,"0941-293X","ut:000387698900014"
"10.1007/s00347-016-0231-y",2016,"0941-293X","ut:000387698900009"
"10.1007/s00347-016-0374-x",2016,"0941-293X","ut:000387698900015"
"10.1007/s00347-016-0334-5",2016,"0941-293X","ut:000387698900003"
"10.1007/s00347-016-0351-4",2016,"0941-293X","ut:000387698900017"
"10.1007/s00347-016-0254-4",2016,"0941-293X","ut:000387698900013"
"10.1007/s00347-016-0371-0",2016,"0941-293X","ut:000387698900001"
"10.1007/s00347-016-0343-4",2016,"0941-293X","ut:000386064400013"
"10.1007/s00347-016-0258-0",2016,"0941-293X","ut:000386064400006"
"10.1007/s00347-015-0210-8",2016,"0941-293X","ut:000386064400010"
"10.1007/s00347-015-0213-5",2016,"0941-293X","ut:000386064400009"
"10.1007/s00347-016-0222-z",2016,"0941-293X","ut:000386064400011"
"10.1007/s00347-015-0211-7",2016,"0941-293X","ut:000386064400008"
"",2016,"0941-293X","ut:000386064700003"
"",2016,"0941-293X","ut:000386064700002"
"",2016,"0941-293X","ut:000386064700001"
"",2016,"0941-293X","ut:000386064700004"
"10.1007/s00347-016-0354-1",2016,"0941-293X","ut:000386064700018"
"10.1007/s00347-016-0238-4",2016,"0941-293X","ut:000374375900008"
"10.1007/s00347-016-0248-2",2016,"0941-293X","ut:000374375900006"
"10.1007/s00347-016-0242-8",2016,"0941-293X","ut:000374375900016"
"10.1007/s00347-015-0093-8",2016,"0941-293X","ut:000374375900013"
"10.1007/s00347-015-0146-z",2016,"0941-293X","ut:000374375900009"
"10.1007/s00347-015-0120-9",2016,"0941-293X","ut:000374375900014"
"10.1007/s00347-016-0247-3",2016,"0941-293X","ut:000374375900005"
"10.1007/s00347-016-0360-3",2016,"0941-293X","ut:000387698900005"
"10.1007/s00347-016-0275-z",2016,"0941-293X","ut:000387698900007"
"10.1007/s00347-016-0353-2",2016,"0941-293X","ut:000387698900018"
"10.1007/s00347-016-0245-5",2016,"0941-293X","ut:000387698900011"
"10.1007/s00347-016-0236-6",2016,"0941-293X","ut:000387698900012"
"10.1007/s00347-016-0240-x",2016,"0941-293X","ut:000387698900010"
"10.1007/s00347-016-0372-z",2016,"0941-293X","ut:000387698900002"
"10.1007/s00347-016-0352-3",2016,"0941-293X","ut:000387698900016"
"10.1007/s00347-016-0276-y",2016,"0941-293X","ut:000387698900008"
"10.1007/s00347-016-0314-9",2016,"0941-293X","ut:000387698900004"
"10.1007/s00347-016-0341-6",2016,"0941-293X","ut:000386064400002"
"10.1007/s00347-016-0341-6",2016,"0941-293X","ut:000386064400002"
"10.1007/s00347-016-0335-4",2016,"0941-293X","ut:000386064400014"
"10.1007/s00347-015-0206-4",2016,"0941-293X","ut:000386064400007"
"10.1007/s00347-016-0325-6",2016,"0941-293X","ut:000386064400003"
"10.1007/s00347-016-0252-6",2016,"0941-293X","ut:000386064400005"
"10.1007/s00347-015-0217-1",2016,"0941-293X","ut:000386064400012"
"10.1007/s00347-016-0345-2",2016,"0941-293X","ut:000386064400001"
"10.1007/s00347-016-0357-y",2016,"0941-293X","ut:000386064400004"
"10.1007/s00347-016-0342-5",2016,"0941-293X","ut:000386064700005"
"10.1007/s00347-016-0332-7",2016,"0941-293X","ut:000386064700007"
"10.1007/s00347-016-0233-9",2016,"0941-293X","ut:000386064700015"
"10.1007/s00347-016-0232-x",2016,"0941-293X","ut:000386064700016"
"10.1007/s00347-016-0333-6",2016,"0941-293X","ut:000386064700008"
"10.1007/s00347-016-0226-8",2016,"0941-293X","ut:000386064700012"
"10.1007/s00347-016-0261-5",2016,"0941-293X","ut:000386064700010"
"10.1007/s00347-016-0348-z",2016,"0941-293X","ut:000386064700017"
"10.1007/s00347-016-0259-z",2016,"0941-293X","ut:000386064700011"
"10.1007/s00347-016-0331-8",2016,"0941-293X","ut:000386064700006"
"10.1007/s00347-016-0312-y",2016,"0941-293X","ut:000386064700009"
"10.1007/s00347-016-0328-3",2016,"0941-293X","ut:000386064700019"
"10.1007/s00347-016-0227-7",2016,"0941-293X","ut:000386064700014"
"10.1007/s00347-015-0110-y",2016,"0941-293X","ut:000374375900011"
"10.1007/s00347-015-0153-0",2016,"0941-293X","ut:000374375900010"
"10.1007/s00347-016-0249-1",2016,"0941-293X","ut:000374375900004"
"10.1007/s00347-016-0239-3",2016,"0941-293X","ut:000374375900017"
"",2016,"0941-293X","ut:000374375900003"
"10.1007/s00347-015-0129-0",2016,"0941-293X","ut:000374375900015"
"10.1007/s00347-015-0087-6",2016,"0941-293X","ut:000374375900012"
"10.1007/s00347-016-0235-7",2016,"0941-293X","ut:000374375900007"
"10.1007/s00347-016-0316-7",2017,"0941-293X","ut:000397576000011"
"10.1007/s00347-016-0293-x",2017,"0941-293X","ut:000397576000014"
"10.1007/s00347-016-0413-7",2017,"0941-293X","ut:000397576000005"
"",2017,"0941-293X","ut:000397576000002"
"",2017,"0941-293X","ut:000397576000003"
"10.1007/s00347-017-0479-x",2017,"0941-293X","ut:000397576000010"
"10.1007/s00347-017-0443-9",2017,"0941-293X","ut:000397576000018"
"10.1007/s00347-016-0411-9",2017,"0941-293X","ut:000397576000007"
"10.1007/s00347-016-0330-9",2017,"0941-293X","ut:000397576000017"
"10.1007/s00347-016-0326-5",2017,"0941-293X","ut:000397576000013"
"10.1007/s00347-017-0442-x",2017,"0941-293X","ut:000397576000019"
"",2017,"0941-293X","ut:000397576000001"
"10.1007/s00347-017-0440-z",2017,"0941-293X","ut:000397576000006"
"10.1007/s00347-016-0339-0",2017,"0941-293X","ut:000397576000016"
"10.1007/s00347-016-0287-8",2017,"0941-293X","ut:000397576000015"
"",2017,"0941-293X","ut:000397576000004"
"10.1007/s00347-016-0355-0",2017,"0941-293X","ut:000394322700008"
"10.1007/s00347-016-0370-1",2017,"0941-293X","ut:000397576000009"
"10.1007/s00347-017-0450-x",2017,"0941-293X","ut:000397576000020"
"10.1007/s00347-016-0414-6",2017,"0941-293X","ut:000394322700001"
"10.1007/s00347-016-0432-4",2017,"0941-293X","ut:000394322700017"
"10.1007/s00347-016-0274-0",2017,"0941-293X","ut:000394322700012"
"10.1007/s00347-016-0434-2",2017,"0941-293X","ut:000394322700007"
"10.1007/s00347-016-0271-3",2017,"0941-293X","ut:000394322700013"
"10.1007/s00347-016-0435-1",2017,"0941-293X","ut:000394322700006"
"10.1007/s00347-016-0403-9",2017,"0941-293X","ut:000394322700003"
"10.1007/s00347-016-0402-x",2017,"0941-293X","ut:000394322700002"
"10.1007/s00347-016-0292-y",2017,"0941-293X","ut:000394322700011"
"10.1007/s00347-016-0430-6",2017,"0941-293X","ut:000394322700004"
"10.1007/s00347-016-0284-y",2017,"0941-293X","ut:000394322700014"
"10.1007/s00347-016-0322-9",2017,"0941-293X","ut:000394322700010"
"10.1007/s00347-016-0309-6",2017,"0941-293X","ut:000394322700009"
"10.1007/s00347-016-0412-8",2017,"0941-293X","ut:000394322700005"
"10.1007/s00347-016-0290-0",2017,"0941-293X","ut:000394322700015"
"10.1007/s00347-016-0433-3",2017,"0941-293X","ut:000394322700016"
"10.1038/ejcn.2016.21",2016,"0954-3007","ut:000377498600002"
"10.1038/ejcn.2015.224",2016,"0954-3007","ut:000377498600012"
"10.1038/ejcn.2016.22",2016,"0954-3007","ut:000377498600003"
"10.1038/ejcn.2016.45",2016,"0954-3007","ut:000377498600007"
"10.1038/ejcn.2016.47",2016,"0954-3007","ut:000377498600001"
"10.1038/ejcn.2016.23",2016,"0954-3007","ut:000377498600004"
"10.1038/ejcn.2016.53",2016,"0954-3007","ut:000380806400004"
"10.1038/ejcn.2016.9",2016,"0954-3007","ut:000379613600009"
"10.1038/ejcn.2016.131",2016,"0954-3007","ut:000387775300016"
"10.1038/ejcn.2016.108",2016,"0954-3007","ut:000387775300012"
"10.1038/ejcn.2015.183",2016,"0954-3007","ut:000374123500021"
"10.1038/ejcn.2016.146",2017,"0954-3007","ut:000395697900017"
"10.1038/ejcn.2016.231",2017,"0954-3007","ut:000395697900012"
"10.1038/ejcn.2016.257",2017,"0954-3007","ut:000395697900001"
"10.1038/ejcn.2016.230",2017,"0954-3007","ut:000395697900007"
"10.1038/ejcn.2016.243",2017,"0954-3007","ut:000395697900004"
"10.1038/ejcn.2016.206",2017,"0954-3007","ut:000394023900005"
"10.1038/ejcn.2016.189",2017,"0954-3007","ut:000394027500012"
"10.1038/NCHEM.2542",2016,"1755-4330","ut:000384411700018"
"10.1038/NCHEM.2552",2016,"1755-4330","ut:000384413000013"
"10.1038/NCHEM.2615",2017,"1755-4330","ut:000394540400010"
"10.1038/NCHEM.2600",2017,"1755-4330","ut:000394540400009"
"10.1038/NCHEM.2609",2017,"1755-4330","ut:000394540400015"
"10.1038/NCHEM.2622",2017,"1755-4330","ut:000394541900012"
"10.1038/NCHEM.2632",2017,"1755-4330","ut:000394541900014"
"10.1038/NCHEM.2625",2017,"1755-4330","ut:000394541900011"
"10.1038/NCHEM.2638",2017,"1755-4330","ut:000394541900016"
"10.1038/NCHEM.2631",2017,"1755-4330","ut:000397278600012"
"10.1038/NCHEM.2671",2017,"1755-4330","ut:000397278600015"
"10.1038/ejhg.2015.225",2016,"1018-4813","ut:000366615000024"
"10.1038/ejhg.2015.199",2016,"1018-4813","ut:000374125200025"
"10.1038/ejhg.2015.172",2016,"1018-4813","ut:000374125200021"
"10.1038/ejhg.2015.167",2016,"1018-4813","ut:000374125200020"
"10.1038/ejhg.2015.209",2016,"1018-4813","ut:000375706800016"
"10.1038/ejhg.2015.224",2016,"1018-4813","ut:000375706800002"
"10.1038/ejhg.2015.262",2016,"1018-4813","ut:000380390300026"
"10.1038/ejhg.2016.33",2016,"1018-4813","ut:000380390300002"
"10.1038/ejhg.2015.278",2016,"1018-4813","ut:000380390300003"
"10.1038/ejhg.2015.266",2016,"1018-4813","ut:000380390300010"
"10.1038/ejhg.2015.231",2016,"1018-4813","ut:000378098000016"
"10.1038/ejhg.2016.90",2016,"1018-4813","ut:000394114500015"
"10.1038/ejhg.2016.56",2016,"1018-4813","ut:000386690500026"
"10.1038/ejhg.2016.20",2016,"1018-4813","ut:000382310600022"
"10.1038/ejhg.2016.6",2016,"1018-4813","ut:000382310600002"
"10.1038/ejhg.2015.285",2016,"1018-4813","ut:000382310600007"
"10.1038/ejhg.2015.285",2016,"1018-4813","ut:000382310600007"
"10.1038/ejhg.2016.3",2016,"1018-4813","ut:000382310600008"
"10.1038/ejhg.2016.45",2016,"1018-4813","ut:000384088000001"
"10.1038/ejhg.2016.41",2016,"1018-4813","ut:000384088000013"
"10.1038/ejhg.2016.186",2017,"1018-4813","ut:000394350900008"
"10.1038/ejhg.2016.172",2017,"1018-4813","ut:000394350900004"
"10.1038/ejhg.2016.146",2017,"1018-4813","ut:000394122900009"
"10.1038/ejhg.2016.146",2017,"1018-4813","ut:000394122900009"
"10.1038/ejhg.2016.165",2017,"1018-4813","ut:000394122900010"
"10.1038/ejhg.2016.149",2017,"1018-4813","ut:000394122900020"
"10.1038/ejhg.2016.149",2017,"1018-4813","ut:000394122900020"
"10.1038/NCHEM.2429",2016,"1755-4330","ut:000370824300011"
"10.1038/NCHEM.2371",2016,"1755-4330","ut:000366675400007"
"10.1038/NCHEM.2478",2016,"1755-4330","ut:000374534100019"
"",2016,"1755-4330","ut:000374534100003"
"10.1038/NCHEM.2470",2016,"1755-4330","ut:000374534100009"
"10.1038/NCHEM.2503",2016,"1755-4330","ut:000376529000014"
"10.1038/nchem.2507",2016,"1755-4330","ut:000378280400008"
"10.1038/nchem.2507",2016,"1755-4330","ut:000378280400008"
"10.1038/nchem.2507",2016,"1755-4330","ut:000378280400008"
"10.1038/NCHEM.2586",2016,"1755-4330","ut:000389225700015"
"10.1038/nchem.2654",2016,"1755-4330","ut:000389224800006"
"10.1007/s00371-015-1140-9",2016,"0178-2789","ut:000387271200006"
"10.1007/s00371-016-1258-4",2016,"0178-2789","ut:000378731600012"
"10.1007/s00371-016-1247-7",2016,"0178-2789","ut:000378731600026"
"10.1007/s00371-016-1260-x",2016,"0178-2789","ut:000378731600036"
"10.1007/s10578-015-0576-5",2016,"0009-398X","ut:000375564500007"
"10.1007/s10578-015-0586-3",2016,"0009-398X","ut:000382138800001"
"10.1007/s10578-016-0651-6",2017,"0009-398X","ut:000392940200004"
"10.1007/s11483-016-9433-8",2016,"1557-1858","ut:000381078100003"
"10.1007/s11483-016-9446-3",2016,"1557-1858","ut:000386514800003"
"10.1007/s11483-016-9428-5",2016,"1557-1858","ut:000375313300006"
"10.1007/s11483-016-9450-7",2016,"1557-1858","ut:000386514800007"
"10.1038/nrm.2016.29",2016,"1471-0072","ut:000374537000008"
"",2016,"1471-0072","ut:000386986800005"
"10.1038/nrm.2016.100",2016,"1471-0072","ut:000384303800011"
"10.1038/nrm.2016.147",2017,"1471-0072","ut:000393536200006"
"10.1038/nrm.2016.174",2017,"1471-0072","ut:000396705700007"
"10.1038/nrm.2016.174",2017,"1471-0072","ut:000396705700007"
"10.1007/s00113-015-0091-y",2016,"0177-5537","ut:000372171500014"
"10.1007/s00113-015-0045-4",2016,"0177-5537","ut:000368540800015"
"10.1007/s00113-015-0103-y",2016,"0177-5537","ut:000368540800014"
"10.1007/s00113-015-0112-x",2016,"0177-5537","ut:000376409200015"
"10.1007/s00113-016-0178-0",2016,"0177-5537","ut:000376409200007"
"10.1007/s00113-015-0140-6",2016,"0177-5537","ut:000370257500014"
"10.1007/s00113-016-0193-1",2016,"0177-5537","ut:000377439000004"
"10.1007/s00113-016-0206-0",2016,"0177-5537","ut:000384740200011"
"10.1007/s00113-015-2746-0",2016,"0177-5537","ut:000384740200009"
"",2016,"0177-5537","ut:000376409200003"
"",2016,"0177-5537","ut:000376409200001"
"10.1007/s00113-016-0163-7",2016,"0177-5537","ut:000376409200002"
"10.1007/s00113-016-0183-3",2016,"0177-5537","ut:000376409200010"
"10.1007/s00113-016-0180-6",2016,"0177-5537","ut:000376409200008"
"",2016,"0177-5537","ut:000384740200002"
"10.1007/s00113-016-0166-4",2016,"0177-5537","ut:000376409200013"
"10.1007/s00113-016-0165-5",2016,"0177-5537","ut:000376409200014"
"10.1007/s00113-016-0173-5",2016,"0177-5537","ut:000376409200017"
"10.1007/s00113-016-0179-z",2016,"0177-5537","ut:000376409200006"
"10.1007/s00113-016-0172-6",2016,"0177-5537","ut:000376409200016"
"10.1007/s00113-015-0031-x",2016,"0177-5537","ut:000376409200012"
"10.1007/s00113-016-0181-5",2016,"0177-5537","ut:000376409200005"
"10.1007/s00113-016-0182-4",2016,"0177-5537","ut:000376409200004"
"10.1007/s00113-016-0175-3",2016,"0177-5537","ut:000376409200011"
"10.1007/s00113-015-0113-9",2016,"0177-5537","ut:000377439000012"
"10.1007/s00113-016-0187-z",2016,"0177-5537","ut:000377439000013"
"10.1007/s00113-014-2648-6",2016,"0177-5537","ut:000377439000010"
"10.1007/s00113-016-0169-1",2016,"0177-5537","ut:000377439000003"
"10.1007/s00113-016-0171-7",2016,"0177-5537","ut:000377439000007"
"",2016,"0177-5537","ut:000377439000001"
"10.1007/s00113-014-2642-z",2016,"0177-5537","ut:000377439000009"
"10.1007/s00113-016-0189-x",2016,"0177-5537","ut:000377439000002"
"10.1007/s00113-016-0186-0",2016,"0177-5537","ut:000377439000011"
"10.1007/s00113-016-0168-2",2016,"0177-5537","ut:000377439000005"
"10.1007/s00113-016-0184-2",2016,"0177-5537","ut:000377439000014"
"10.1007/s00113-016-0170-8",2016,"0177-5537","ut:000377439000006"
"10.1007/s00113-016-0176-2",2016,"0177-5537","ut:000377439000008"
"10.1007/s00113-015-0056-1",2016,"0177-5537","ut:000384740200010"
